"Name","GPS","DateTime","NO2","O3_1hr","O3_4hr","O3_8hr","CO","PM10 1 hr","PM2.5 1 hr","PM10","PM2.5","AQI_CO","AQI_NO2","AQI_O3_1hr","AQI_O3_4hr","AQI_O3_8hr","AQI_PM10","AQI_PM2.5","AQI_Site","Date","Time"
"Monash","(-35.418302, 149.094018)","08/04/2022 04:00:00 PM",,,"0.02","0.018",,"3.7","8.3","2.4","-0.3",,,,"25","28","5","-1","28","08 April 2022","16:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 03:00:00 PM","0.002","0.019","0.021","0.018",,"0","-6","2.4","-0.6",,"3","19","26","27","5","-2","27","08 April 2022","15:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 03:00:00 PM","0.002","0.018","0.017","0.013","0.15","2","0.8","2.4","0.7","2","3","18","21",,"5","3","19","08 April 2022","15:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 03:00:00 PM",,"0.015","0.017","0.012",,"1.7","1.1","2.8","1.6",,,"15","21","19","6","6","19","08 April 2022","15:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 02:00:00 PM",,"0.016","0.016","0.012",,"0.2","1.6","2.9","1.8",,,"16","20","18","6","7","18","08 April 2022","14:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 02:00:00 PM","0.005","0.015","0.015","0.012","0.15","1.8","-3.2","2.4","0.6","2","6","15","19",,"5","2","18","08 April 2022","14:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 02:00:00 PM","0.001","0.02","0.02","0.017",,"0.2","-12.7","2.5","-0.1",,"1","20","25","26","5","-1","26","08 April 2022","14:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 01:00:00 PM",,"0.018","0.015","0.012",,"6.1","1.7","2.9","2",,,"18","18","18","6","8","18","08 April 2022","13:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 01:00:00 PM","0.003","0.017","0.013","0.012","0.14","1.8","1.3","2.5","0.7","2","4","17","16",,"5","3","19","08 April 2022","13:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 01:00:00 PM","0","0.022","0.018","0.017",,"-1","-4.5","2.5","0.7",,"0","22","23","26","5","3","26","08 April 2022","13:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 12:00:00 PM","0","0.021","0.016","0.017",,"1.8","-16.1","2.7","1.2",,"0","21","20","26","5","5","26","08 April 2022","12:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 12:00:00 PM",,"0.017","0.012","0.012",,"2.1","3","2.5","2.2",,,"17","14","19","5","9","19","08 April 2022","12:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 12:00:00 PM","0.003","0.017","0.01","0.012","0.14","0.9","3.8","2.4","1.2","2","4","17","13",,"5","5","19","08 April 2022","12:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 11:00:00 AM","0","0.016","0.015","0.016",,"3.3","-8","2.7","1.9",,"0","16","18","25","5","8","25","08 April 2022","11:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 11:00:00 AM","0.007","0.011","0.009","0.013","0.13","1.2","4.7","2.4","1","1","9","11","11",,"5","4","19","08 April 2022","11:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 11:00:00 AM",,"0.014","0.008","0.013",,"1.1","2.5","2.4","2.1",,,"14","10","19","5","8","19","08 April 2022","11:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 10:00:00 AM",,"0.009","0.008","0.013",,"0.4","2.6","2.5","2.1",,,"9","10","21","5","8","21","08 April 2022","10:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 10:00:00 AM","0.005","0.014","0.014","0.017",,"4.8","-3.4","2.8","2.1",,"6","14","18","25","6","8","25","08 April 2022","10:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 10:00:00 AM","0.01","0.007","0.009","0.014","0.12","1.3","-8.7","2.4","1","1","13","7","11",,"5","4","21","08 April 2022","10:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 09:00:00 AM",,"0.006","0.009","0.015",,"0.3","2.1","2.6","2.2",,,"6","12","23","5","9","23","08 April 2022","09:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 09:00:00 AM","0.011","0.006","0.011","0.016","0.11","1.6","-4.6","2.4","1.7","1","14","6","14",,"5","7","24","08 April 2022","09:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 09:00:00 AM","0.004","0.014","0.016","0.017",,"1.2","8.1","2.5","1.9",,"5","14","19","27","5","7","27","08 April 2022","09:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 08:00:00 AM","0.005","0.014","0.017","0.018",,"4","6.7","2.6","1.6",,"6","14","21","28","5","6","28","08 April 2022","08:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 08:00:00 AM","0.007","0.01","0.014","0.017","0.1","2.3","5.8","2.5","1.9","1","9","10","18",,"5","8","26","08 April 2022","08:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 08:00:00 AM",,"0.004","0.013","0.017",,"4.2","1.7","2.7","2.4",,,"4","16","25","5","10","25","08 April 2022","08:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 07:00:00 AM","0.003","0.015","0.018","0.018",,"2.3","14.8","2.6","1.5",,"4","15","23","28","5","6","28","08 April 2022","07:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 07:00:00 AM",,"0.012","0.017","0.018",,"1.4","1.7","2.4","2.5",,,"12","21","28","5","10","28","08 April 2022","07:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 07:00:00 AM","0.006","0.013","0.017","0.018","0.1","2.1","-0.9","2.5","1.9","1","8","13","21",,"5","7","28","08 April 2022","07:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 06:00:00 AM","0.001","0.019","0.019","0.019",,"5.2","8.6","2.6","1.2",,"1","19","23","29","5","5","29","08 April 2022","06:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 06:00:00 AM","0.001","0.016","0.019","0.019","0.1","3.3","3.9","2.5","2.1","1","1","16","23",,"5","9","29","08 April 2022","06:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 06:00:00 AM",,"0.015","0.019","0.019",,"0.5","0.8","2.4","2.6",,,"15","24","29","5","10","29","08 April 2022","06:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 05:00:00 AM",,"0.02","0.021","0.019",,"0.9","0.3","2.4","2.7",,,"20","26","30","5","11","30","08 April 2022","05:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 05:00:00 AM","0","0.02","0.019","0.019",,"2.1","1.1","2.5","0.8",,"0","20","24","29","5","3","29","08 April 2022","05:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 05:00:00 AM","0","0.018","0.02","0.019","0.1","3","-2.6","2.4","1.9","1","0","18","25",,"5","8","29","08 April 2022","05:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 04:00:00 AM","0","0.019","0.02","0.019","0.1","1.9","-2","2.4","2","1","0","19","25",,"5","8","30","08 April 2022","04:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 04:00:00 AM",,"0.02","0.02","0.019",,"3.1","-0.5","2.5","2.8",,,"20","25","30","5","11","30","08 April 2022","04:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 04:00:00 AM","0","0.018","0.019","0.019",,"3.9","-5.4","2.6","0.7",,"0","18","23","29","5","3","29","08 April 2022","04:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 03:00:00 AM","0","0.021","0.02","0.019","0.1","0.9","3.2","2.4","2.1","1","0","21","25",,"5","8","29","08 April 2022","03:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 03:00:00 AM","0","0.018","0.019","0.019",,"3.3","-5","2.6","1.2",,"0","18","23","29","5","5","29","08 April 2022","03:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 03:00:00 AM",,"0.021","0.02","0.019",,"2.8","-0.8","2.5","3",,,"21","25","29","5","12","29","08 April 2022","03:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 02:00:00 AM",,"0.022","0.019","0.018",,"0.6","-1","2.3","3.2",,,"22","24","28","5","13","28","08 April 2022","02:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 02:00:00 AM","0","0.021","0.019","0.018","0.11","0","4.5","2.4","2","1","0","21","24",,"5","8","28","08 April 2022","02:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 02:00:00 AM","0","0.02","0.019","0.019",,"1.1","-3.9","2.4","1.5",,"0","20","23","29","5","6","29","08 April 2022","02:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 01:00:00 AM","0.001","0.019","0.018","0.018","0.11","1.3","1","2.5","1.7","1","1","19","23",,"5","7","28","08 April 2022","01:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 01:00:00 AM","0","0.019","0.018","0.018",,"3.4","-15.1","2.4","1.9",,"0","19","23","28","5","8","28","08 April 2022","01:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 01:00:00 AM",,"0.018","0.018","0.017",,"-1.9","-0.5","2.4","3.4",,,"18","23","26","5","14","26","08 April 2022","01:00"
"Monash","(-35.418302, 149.094018)","08/04/2022 12:00:00 AM","0.001","0.018","0.019","0.018",,"3.9","-7.2","2.1","2.7",,"1","18","23","28","4","11","28","08 April 2022","00:00"
"Florey","(-35.220606, 149.0435)","08/04/2022 12:00:00 AM","0.001","0.018","0.019","0.017","0.12","2.6","-2.1","2.6","1.6","1","1","18","23",,"5","6","27","08 April 2022","00:00"
"Civic","(-35.285399, 149.131536)","08/04/2022 12:00:00 AM",,"0.018","0.018","0.016",,"3.1","0.8","2.6","3.4",,,"18","23","25","5","14","25","08 April 2022","00:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 11:00:00 PM","0.002","0.017","0.019","0.018",,"1.4","1.8","1.9","3",,"3","17","23","27","4","12","27","07 April 2022","23:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 11:00:00 PM","0.001","0.018","0.019","0.017","0.12","3.2","0.3","2.7","1.6","1","1","18","23",,"5","6","27","07 April 2022","23:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 11:00:00 PM",,"0.018","0.018","0.016",,"2.6","1.6","2.3","3.4",,,"18","23","25","5","13","25","07 April 2022","23:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 10:00:00 PM",,"0.018","0.017","0.016",,"5.6","1.3","2.6","3.3",,,"18","21","24","5","13","24","07 April 2022","22:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 10:00:00 PM","0.002","0.018","0.018","0.017","0.12","3.8","3.2","2.8","1.7","1","3","18","22",,"6","7","27","07 April 2022","22:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 10:00:00 PM","0.001","0.019","0.019","0.018",,"0","5.5","1.8","3.1",,"1","19","23","28","4","12","28","07 April 2022","22:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 09:00:00 PM",,"0.019","0.016","0.015",,"7.2","1.4","2.7","3.3",,,"19","19","23","5","13","23","07 April 2022","21:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 09:00:00 PM","0.002","0.02","0.018","0.017","0.12","5.4","-0.9","2.9","1.6","1","3","20","22",,"6","6","26","07 April 2022","21:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 09:00:00 PM","0.001","0.02","0.018","0.018",,"1.8","13","2","3.3",,"1","20","22","28","4","13","28","07 April 2022","21:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 08:00:00 PM","0.003","0.018","0.016","0.017","0.12","4.4","-0.5","2.9","1.9","1","4","18","20",,"6","8","25","07 April 2022","20:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 08:00:00 PM",,"0.017","0.014","0.015",,"3.9","2.8","2.4","3.4",,,"17","18","23","5","14","23","07 April 2022","20:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 08:00:00 PM","0.002","0.019","0.017","0.018",,"5","0.8","2","2.3",,"3","19","22","27","4","9","27","07 April 2022","20:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 07:00:00 PM","0.004","0.017","0.017","0.017",,"3.4","-1.7","2","1.9",,"5","17","21","26","4","8","26","07 April 2022","19:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 07:00:00 PM","0.006","0.015","0.016","0.016","0.12","4.6","1.8","3","2","1","8","15","20",,"6","8","25","07 April 2022","19:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 07:00:00 PM",,"0.013","0.013","0.015",,"3.7","3","2.4","3.5",,,"13","17","22","5","14","22","07 April 2022","19:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 06:00:00 PM","0.005","0.014","0.018","0.017",,"1.8","10.2","1.9","2.4",,"6","14","22","27","4","10","27","07 April 2022","18:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 06:00:00 PM","0.004","0.017","0.017","0.016","0.11","3.5","4.5","3","2.1","1","5","17","21",,"6","8","25","07 April 2022","18:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 06:00:00 PM",,"0.013","0.014","0.015",,"6.4","3","2.4","3.6",,,"13","18","24","5","14","24","07 April 2022","18:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 05:00:00 PM",,"0.014","0.015","0.016",,"4.8","3.4","2.5","3.6",,,"14","18","24","5","14","24","07 April 2022","17:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 05:00:00 PM","0.005","0.015","0.017","0.016","0.11","3.3","-0.6","3","2.1","1","6","15","21",,"6","8","25","07 April 2022","17:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 05:00:00 PM","0.002","0.019","0.019","0.018",,"2.1","1.7","2.1","2.7",,"3","19","24","27","4","11","27","07 April 2022","17:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 04:00:00 PM",,,"0.015","0.015",,"5.7","4","2.5","3.6",,,,"19","24","5","14","24","07 April 2022","16:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 04:00:00 PM",,,"0.017","0.015","0.12","2.2","3.9","3.1","2.1","1",,,"21",,"6","8","24","07 April 2022","16:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 04:00:00 PM",,,"0.018","0.017",,"3","2.4","2","3.2",,,,"23","26","4","13","26","07 April 2022","16:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 03:00:00 PM",,"0.015","0.016","0.015",,"4","6.1","2.6","3.5",,,"15","19","23","5","14","23","07 April 2022","15:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 03:00:00 PM","0.002","0.02","0.018","0.017",,"3.1","4.9","1.9","3.4",,"3","20","22","26","4","14","26","07 April 2022","15:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 03:00:00 PM","0.003","0.018","0.017","0.015","0.12","2.2","-2.3","3.2","1.9","1","4","18","21",,"6","8","23","07 April 2022","15:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 02:00:00 PM",,"0.015","0.016","0.015",,"1.2","7.2","2.8","3.4",,,"15","20","23","6","14","23","07 April 2022","14:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 02:00:00 PM","0.002","0.018","0.017","0.016",,"-1.3","6.6","1.9","3.2",,"3","18","22","25","4","13","25","07 April 2022","14:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 02:00:00 PM","0.004","0.017","0.016","0.015","0.11","2.8","1.4","3.3","2.1","1","5","17","20",,"7","8","23","07 April 2022","14:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 01:00:00 PM","0.003","0.016","0.016","0.015","0.11","0.3","13.5","3.3","2","1","4","16","20",,"7","8","23","07 April 2022","13:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 01:00:00 PM",,"0.016","0.017","0.016",,"-3","5.6","3.1","3.2",,,"16","21","24","6","13","24","07 April 2022","13:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 01:00:00 PM","0.003","0.016","0.017","0.016",,"3.8","9.3","2","2.6",,"4","16","21","25","4","11","25","07 April 2022","13:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 12:00:00 PM","0.004","0.016","0.014","0.015","0.11","1.6","-2.1","3.5","1.7","1","5","16","18",,"7","7","23","07 April 2022","12:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 12:00:00 PM","0.003","0.016","0.016","0.016",,"3.3","-0.9","2","2.7",,"4","16","20","25","4","11","25","07 April 2022","12:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 12:00:00 PM",,"0.016","0.016","0.016",,"-0.4","1.3","3.6","3.2",,,"16","19","25","7","13","25","07 April 2022","12:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 11:00:00 AM","0.001","0.019","0.016","0.016",,"4","-3.5","2.2","3.3",,"1","19","20","25","4","13","25","07 April 2022","11:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 11:00:00 AM",,"0.018","0.014","0.016",,"3","3.1","3.8","3.3",,,"18","18","25","8","13","25","07 April 2022","11:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 11:00:00 AM","0.003","0.016","0.013","0.016","0.1","0.8","4.2","3.5","1.8","1","4","16","16",,"7","7","24","07 April 2022","11:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 10:00:00 AM",,"0.016","0.014","0.017",,"1.9","5.6","3.9","3.4",,,"16","18","26","8","14","26","07 April 2022","10:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 10:00:00 AM","0.004","0.015","0.013","0.016","0.1","1.8","9","3.6","1.8","1","5","15","16",,"7","7","25","07 April 2022","10:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 10:00:00 AM","0.002","0.017","0.015","0.016",,"-0.9","-8.4","2.4","3.5",,"3","17","19","25","5","14","25","07 April 2022","10:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 09:00:00 AM",,"0.012","0.015","0.017",,"2.3","5.7","4.1","3.3",,,"12","18","26","8","13","26","07 April 2022","09:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 09:00:00 AM","0.006","0.013","0.015","0.016",,"1.9","0.8","2.6","3.5",,"8","13","19","25","5","14","25","07 April 2022","09:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 09:00:00 AM","0.008","0.009","0.014","0.017","0.09","2.5","0.6","3.7","1.4","1","10","9","17",,"7","6","26","07 April 2022","09:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 08:00:00 AM","0.006","0.012","0.016","0.018","0.08","2.3","3.9","3.8","1.4","1","8","12","20",,"8","6","28","07 April 2022","08:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 08:00:00 AM",,"0.011","0.017","0.018",,"-1.8","4","4.3","3.1",,,"11","21","28","9","13","28","07 April 2022","08:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 08:00:00 AM","0.004","0.014","0.016","0.017",,"3.9","6.2","3","3.6",,"5","14","20","27","6","14","27","07 April 2022","08:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 07:00:00 AM","0.003","0.016","0.018","0.02","0.08","2.1","5.5","3.9","1.3","1","4","16","23",,"8","5","30","07 April 2022","07:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 07:00:00 AM","0.001","0.016","0.017","0.018",,"3.5","7","3.1","3.5",,"1","16","21","28","6","14","28","07 April 2022","07:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 07:00:00 AM",,"0.017","0.019","0.019",,"1.4","3.4","4.6","3.1",,,"17","23","30","9","12","30","07 April 2022","07:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 06:00:00 AM","0","0.017","0.017","0.019",,"1.4","-2.1","3.1","3.4",,"0","17","21","29","6","13","29","07 April 2022","06:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 06:00:00 AM",,"0.019","0.019","0.02",,"0.9","3.2","4.7","3",,,"19","24","30","9","12","30","07 April 2022","06:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 06:00:00 AM","0.001","0.018","0.02","0.02","0.08","2.3","-1","4","1","1","1","18","24",,"8","4","31","07 April 2022","06:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 05:00:00 AM",,"0.019","0.019","0.02",,"4","2.8","4.9","2.9",,,"19","24","31","10","12","31","07 April 2022","05:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 05:00:00 AM","0","0.019","0.02","0.021","0.09","1.8","0.4","4.1","1.2","1","0","19","25",,"8","5","32","07 April 2022","05:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 05:00:00 AM","0","0.017","0.018","0.02",,"6.2","0.6","3.1","3.6",,"0","17","22","30","6","14","30","07 April 2022","05:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 04:00:00 AM","0","0.017","0.019","0.02",,"4.1","4.4","3","3.5",,"0","17","23","31","6","14","31","07 April 2022","04:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 04:00:00 AM","0","0.02","0.021","0.021","0.09","1.7","-0.5","4.2","1.3","1","0","20","26",,"8","5","32","07 April 2022","04:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 04:00:00 AM",,"0.019","0.02","0.02",,"2.1","4.8","4.9","2.9",,,"19","24","31","10","12","31","07 April 2022","04:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 03:00:00 AM","0","0.017","0.02","0.02",,"-1.3","2.5","2.9","3.1",,"0","17","25","31","6","12","31","07 April 2022","03:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 03:00:00 AM","0","0.021","0.021","0.02","0.09","1.6","-0.2","4.3","1.3","1","0","21","26",,"9","5","31","07 April 2022","03:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 03:00:00 AM",,"0.02","0.02","0.02",,"-2.5","5.2","5.1","2.8",,,"20","25","30","10","11","30","07 April 2022","03:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 02:00:00 AM",,"0.019","0.02","0.019",,"3","2.6","5.3","2.7",,,"19","25","29","11","11","29","07 April 2022","02:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 02:00:00 AM","0","0.019","0.021","0.02",,"1.3","6.4","3","2.6",,"0","19","26","31","6","10","31","07 April 2022","02:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 02:00:00 AM","0","0.021","0.021","0.02","0.1","2.3","-0.9","4.4","1.5","1","0","21","26",,"9","6","30","07 April 2022","02:00"
"Civic","(-35.285399, 149.131536)","07/04/2022 01:00:00 AM",,"0.02","0.021","0.018",,"4.4","-0.5","5.2","2.9",,,"20","26","28","10","12","28","07 April 2022","01:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 01:00:00 AM","0","0.02","0.021","0.019","0.11","2.8","-2.2","4.4","1.5","1","0","20","26",,"9","6","29","07 April 2022","01:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 01:00:00 AM","0","0.021","0.022","0.02",,"-4.9","3.9","3.2","2.2",,"0","21","27","31","6","9","31","07 April 2022","01:00"
"Florey","(-35.220606, 149.0435)","07/04/2022 12:00:00 AM","0.001","0.021","0.021","0.019","0.11","4.7","-3.1","4.4","1.6","1","1","21","26",,"9","6","29","07 April 2022","00:00"
"Monash","(-35.418302, 149.094018)","07/04/2022 12:00:00 AM","0","0.022","0.022","0.02",,"-0.1","1.4","3.6","2",,"0","22","27","30","7","8","30","07 April 2022","00:00"
